Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter
VH-59E434DE,OWN-826B4950,Isuzu,KB,2018,Truck,Non-compliant,2023-08-29,2024-06-29,0.0,Agent,,Always Compliant,"Masvingo, Harare",Urban,Middle,3,0,,2.8,0.822,Mobile Money,2024-02-05,160,0,0.0,4.22,2,1
VH-D5F65474,OWN-71DF5802,Land Rover,Defender,2009,Truck,Compliant,2025-03-08,2026-03-08,0.0,Online,Paynow,Always Compliant,"Hwange, Matabeleland North",Urban,High,2,0,0.0,4.3,0.632,Online,2025-08-04,149,2,2.6,0.0,8,3
VH-B9C34562,OWN-5E4077E9,Kia,Rio,2009,SUV,Compliant,2024-04-20,2025-04-20,1193.35,In-person,,Frequently Non-compliant,"Redcliff, Matabeleland North",Rural,Low,4,2,3.11,2.1,0.897,Mobile Money,2024-07-29,100,2,13.0,17.32,7,3
VH-50A9B369,OWN-EA1C3D2C,Foton,Tunland,2019,Pickup,Non-compliant,2024-03-22,2024-04-03,0.0,In-person,,Occasional Late,"Chinhoyi, Mashonaland Central",Rural,Very High,2,0,7.5,3.2,0.153,Cash,2025-07-05,470,3,9.92,7.55,7,3
VH-92BF0772,OWN-84F1D4A2,Hyundai,i20,2004,Sedan,Non-compliant,2024-09-07,2025-02-20,0.0,Online,Paynow,Occasional Late,"Gwanda, Midlands",Peri-urban,High,4,1,0.0,3.3,0.275,Online,2024-11-12,66,3,8.57,0.0,11,4
VH-4818BF46,OWN-1579CE68,Haval,H6,2006,Sedan,Compliant,2022-06-22,2023-06-22,1622.67,Online,Paynow,Always Compliant,"Lupane, Bulawayo",Urban,Low,2,0,0.0,4.1,0.716,Cash,2024-01-27,584,1,5.09,0.0,1,1
VH-6CD54B97,OWN-E748665C,Land Rover,Range Rover,2003,Hatchback,Compliant,2024-04-30,2025-04-30,0.0,In-person,,Always Compliant,"Marondera, Manicaland",Urban,,3,0,6.77,3.6,0.291,Agent,2025-08-10,467,5,9.64,6.5,8,3
VH-339A6955,OWN-D9BF646C,Isuzu,KB,2000,Pickup,Non-compliant,2023-02-22,2023-09-20,0.0,Agent,,Always Compliant,"Chiredzi, Mashonaland East",Peri-urban,High,3,2,,,0.244,Mobile Money,2024-08-05,530,2,6.65,18.85,8,3
VH-AD469775,OWN-6545FE54,Mercedes-Benz,E-Class,2006,Sedan,Compliant,2022-06-07,2023-06-07,0.0,In-person,,Occasional Late,"Marondera, Matabeleland North",Rural,High,1,0,1.9,2.7,0.936,Bank Transfer,2023-12-06,5470,5,20.21,0.46,12,4
VH-E671AEBB,OWN-B0122461,Land Rover,Range Rover,2004,Pickup,Compliant,2023-08-02,2024-08-01,1763.4,Agent,,Occasional Late,"Chitungwiza, Harare",Peri-urban,High,1,0,6.22,2.0,0.181,Agent,2024-09-16,411,0,0.0,16.18,9,3
VH-F37E01D2,OWN-0C7C641F,Volkswagen,Golf,2018,Pickup,Non-compliant,2023-04-02,2023-09-17,0.0,Online,Innbucks,Always Compliant,"Hwange, Mashonaland East",Rural,Middle,1,0,0.0,,0.632,Bank Transfer,2024-12-19,627,4,3.65,0.0,12,4
VH-49C8DE07,OWN-660BCDF5,Isuzu,MU-X,2021,Hatchback,Compliant,2024-02-03,2025-02-02,2982.45,In-person,,Always Compliant,"Chiredzi, Manicaland",Peri-urban,Very High,3,0,7.65,1.0,0.848,Online,2025-08-04,548,3,22.11,10.96,8,3
VH-D6A87606,OWN-FB996AB3,Toyota,Hilux,2016,Sedan,Compliant,2024-07-12,2025-07-12,0.0,In-person,,Always Compliant,"Hwange, Masvingo",Rural,Middle,1,0,3.0,4.3,0.872,Agent,2024-12-17,158,5,2.41,22.75,12,4
VH-22CA35C2,OWN-ADCEC919,Isuzu,KB,2006,Sedan,Compliant,2024-10-12,2025-10-12,0.0,Agent,,Occasional Late,"Kariba, Matabeleland North",Peri-urban,Very High,3,1,5.57,3.5,0.952,Cash,2025-07-14,275,5,11.1,2.23,7,3
VH-9B7711B3,OWN-45CCDAF2,JAC,T6,2010,Pickup,Non-compliant,2024-05-24,2024-08-11,,Agent,,Always Compliant,"Lupane, Masvingo",Rural,Middle,1,0,,4.9,0.195,Online,2025/07/20,422,1,23.53,0.56,7,3
VH-40CF6507,OWN-0FA9F6E9,Isuzu,D-Max,2012,Sedan,Expired,2022-11-01,2022-02-15,0.0,Agent,,Always Compliant,"Gwanda, Matabeleland North",Peri-urban,High,1,1,3.71,,0.515,Cash,2024-09-10,679,1,18.44,13.39,9,3
VH-581A9874,OWN-65721FD3,Mitsubishi,L200,2024,SUV,Compliant,2023-01-31,2024-01-31,0.0,In-person,,Always Compliant,"Marondera, Mashonaland West",Rural,Low,1,1,2.13,2.5,0.054,Cash,2024-06-26,512,2,20.8,14.87,6,2
VH-09DF160D,OWN-276B1F9B,Kia,Sorento,2017,Pickup,Non-compliant,2024-12-01,2025-04-07,0.0,Online,Innbucks,Occasional Late,"Chinhoyi, Mashonaland East",Peri-urban,Middle,1,0,0.0,,0.369,Cash,2025-08-21,263,1,18.33,0.0,8,3
VH-59ECF0B7,OWN-204D3F6B,Chevrolet,Cruze,2012,Truck,Non-compliant,2023-03-14,2024-01-01,,In-person,,Always Compliant,"Bindura, Manicaland",Rural,,3,1,7.84,,0.847,Online,2024-09-04,540,5,26.88,16.41,9,3
VH-796E7FB3,OWN-E4DC1849,Volkswagen,Golf,2018,Pickup,Compliant,2023-08-25,2024-08-24,0.0,Agent,,Occasional Late,"Mutare, Bulawayo",Rural,Middle,1,3,0.76,,0.736,Online,2023-11-19,86,3,5.94,17.52,11,4
VH-5A59FF27,OWN-1EB58306,Honda,CR-V,2006,Sedan,Compliant,2023-10-07,2024-10-06,0.0,Agent,,Occasional Late,"Plumtree, Harare",Peri-urban,Very High,2,3,4.06,3.2,0.988,Agent,2025-01-25,476,4,18.77,17.41,1,1
VH-90C88369,OWN-A88A9198,Land Rover,Discovery,2022,Hatchback,Compliant,2023-11-09,2024-11-08,2317.62,Agent,,Always Compliant,"Victoria Falls, Bulawayo",Urban,Low,4,2,1.0,1.7,0.225,Bank Transfer,2024-03-06,118,2,2.89,12.93,3,1
VH-17952FC7,OWN-FFAB33FF,Isuzu,KB,2024,Pickup,Compliant,2023-01-24,2024-01-24,4857.27,Agent,,Frequently Non-compliant,"Plumtree, Matabeleland South",Peri-urban,Low,1,0,,,0.641,Online,2024-08-31,585,2,27.48,6.28,8,3
VH-AD316D95,OWN-07927E60,Mazda,Demio,2024,SUV,Compliant,2024-11-19,2025-11-19,0.0,Online,Ecocash,Always Compliant,"Bulawayo, Matabeleland North",Peri-urban,Very High,1,0,,,0.418,Online,2025-08-04,258,0,0.0,0.0,8,3
VH-57378C99,OWN-BCC81279,Great Wall,Hover,2020,Minivan,Compliant,2024-10-12,2025-10-12,0.0,Online,OneMoney,Occasional Late,"Ruwa, Manicaland",Rural,Very High,1,4,0.0,2.6,0.377,Online,2025-09-15,338,5,28.2,0.0,9,3
VH-B7A0B80D,OWN-952C204F,Isuzu,D-Max,2009,Minivan,Expired,2024-10-20,2024-04-26,3718.13,Online,Paynow,Occasional Late,"Marondera, Masvingo",Urban,High,2,3,0.0,3.3,0.866,Mobile Money,2025-03-22,153,0,0.0,0.0,3,1
VH-CE48DC7A,OWN-459CD305,Mitsubishi,L200,2001,Hatchback,Expired,2024/10/08,2024-09-22,0.0,Agent,,Always Compliant,"Lupane, Mashonaland West",Rural,Very High,2,4,0.74,,0.491,Mobile Money,2024-12-25,78,1,2.33,7.17,12,4
VH-BEE530CD,OWN-DDA759BE,Honda,Accord,2002,Truck,Non-compliant,2022-10-27,2023-04-16,0.0,Agent,,Frequently Non-compliant,"Chiredzi, Matabeleland North",Urban,High,2,0,,,0.035,Online,2024-04-02,523,3,4.07,21.42,4,2
VH-543F3FA2,OWN-2CDC9588,Great Wall,Wingle,2002,Minivan,Non-compliant,2024-05-06,2025-03-22,0.0,Agent,,Occasional Late,"Marondera, Bulawayo",Peri-urban,High,2,0,5.66,,0.644,Agent,2025-10-20,532,0,0.0,14.65,10,4
VH-357A4368,OWN-9CD96F5C,Hyundai,Santa Fe,2015,Sedan,Compliant,2023-09-13,2024-09-12,,Online,OneMoney,Frequently Non-compliant,"Chinhoyi, Mashonaland West",Peri-urban,,3,1,0.0,,0.512,Cash,2024-09-01,354,3,2.9,0.0,9,3
VH-3B308EC7,OWN-ADE58E4F,Chevrolet,Spark,2005,Sedan,Expired,2021-12-29,2021-02-22,,Agent,,Always Compliant,"Ruwa, Midlands",Rural,,2,1,0.51,,0.439,Cash,2023-11-30,7010,1,22.1,7.35,11,4
VH-C112CE1D,OWN-A9B69F1F,Mitsubishi,Triton,2016,Motorcycle,Compliant,2025-02-18,2026-02-18,0.0,In-person,,Frequently Non-compliant,"Norton, Mashonaland Central",Urban,High,1,1,3.65,2.2,0.597,Bank Transfer,2025-10-30,254,3,16.28,17.58,10,4
VH-55C8716D,OWN-7C51556D,BMW,X5,2022,Truck,Compliant,2023/07/24,2024-07-23,,Agent,,Always Compliant,"Kariba, Mashonaland Central",Rural,Low,2,2,4.26,4.9,0.738,Cash,2025-04-09,625,4,11.04,20.61,4,2
VH-150D358D,OWN-2C767195,Audi,Q7,2022,Minivan,Compliant,2024-08-24,2025-08-24,0.0,Online,Zinara Portal,Always Compliant,"Zvishavane, Mashonaland West",Urban,Middle,1,0,,2.5,0.259,Mobile Money,2025-06-16,296,1,12.65,0.0,6,2
VH-579C7813,OWN-DAB2D000,BMW,5 Series,2022,Motorcycle,Compliant,2023-11-10,2024-11-09,0.0,In-person,,Always Compliant,"Chegutu, Harare",Rural,Middle,2,0,2.65,,0.808,Agent,2024-12-22,408,3,13.15,0.06,12,4
VH-C9E148F1,OWN-08D427D5,Great Wall,Wingle,2021,Hatchback,Compliant,2024-08-28,2025-08-28,0.0,Online,OneMoney,Always Compliant,"Bulawayo, Matabeleland North",Urban,High,1,1,0.0,3.4,0.838,Bank Transfer,2025-06-15,291,3,18.09,0.0,6,2
VH-26C8EAE2,OWN-88981B25,Mercedes-Benz,Actros,2007,Hatchback,Compliant,2023-01-08,2024-01-08,0.0,Online,Telecash,Always Compliant,"Kadoma, Mashonaland Central",Rural,Middle,1,1,0.0,,0.72,Bank Transfer,2024-08-27,597,0,0.0,0.0,8,3
VH-8F08A75D,OWN-B58A608E,Hyundai,i10,2005,Minivan,Compliant,2022-04-22,2023-04-22,0.0,Online,OneMoney,Always Compliant,"Gweru, Mashonaland Central",Peri-urban,Middle,2,0,0.0,,0.604,Online,2024-01-29,647,3,28.26,0.0,1,1
VH-BD541047,OWN-16C60B8E,Volkswagen,Amarok,2000,Minivan,Compliant,2023-01-24,2024-01-24,0.0,Online,Paynow,Always Compliant,"Kadoma, Mashonaland Central",Peri-urban,Very High,2,0,0.0,4.6,0.45,Cash,2024/02/17,389,3,22.23,0.0,2,1
VH-491A1DC0,OWN-7132DEF4,Chevrolet,Trailblazer,2013,Pickup,Compliant,2024-01-27,2025-01-26,4979.57,Online,Telecash,Always Compliant,"Plumtree, Mashonaland Central",Rural,,1,0,,3.3,0.569,Mobile Money,2025-08-24,575,0,0.0,0.0,8,3
VH-6E6C0124,OWN-3CA4C1C7,Land Rover,Defender,2022,Pickup,Compliant,2024-08-31,2025-08-31,0.0,In-person,,Always Compliant,"Chinhoyi, Harare",Rural,,1,0,2.6,,0.537,Bank Transfer,2025-02-20,173,0,0.0,14.74,2,1
VH-4ABB6563,OWN-69C73519,Kia,Picanto,2002,SUV,Compliant,2024-02-02,2025-02-01,,In-person,,Always Compliant,"Gweru, Midlands",Peri-urban,High,1,0,5.0,3.8,0.323,Online,2025-03-11,403,3,4.2,22.29,3,1
VH-CD7E39F9,OWN-AF7005D9,BMW,5 Series,2016,Minivan,Non-compliant,2025-09-05,2026-05-29,0.0,Agent,,Frequently Non-compliant,"Gwanda, Mashonaland West",Rural,Middle,3,0,7.25,4.5,0.313,Online,2025-11-01,57,2,1.94,6.41,11,4
VH-E21D86DC,OWN-E8CD4739,Toyota,Camry,2016,Motorcycle,Non-compliant,2023-05-12,2023/08/29,0.0,In-person,,Always Compliant,"Beitbridge, Mashonaland Central",Peri-urban,High,2,1,7.94,2.9,0.722,Bank Transfer,2024-06-28,413,4,19.08,10.96,6,2
VH-3E628F63,OWN-D3EF7727,Honda,Civic,2004,Minivan,Non-compliant,2024-08-19,2024-11-20,0.0,In-person,,Occasional Late,"Bindura, Mashonaland East",Peri-urban,,2,0,1.52,2.7,0.873,Bank Transfer,2025-08-15,361,3,22.92,16.63,8,3
VH-599B31A1,OWN-01F03E70,Haval,H6,2017,Minivan,Compliant,2023-07-20,2024-07-19,0.0,Agent,,Frequently Non-compliant,"Bulawayo, Mashonaland West",Urban,Low,1,0,4.37,,0.342,Online,2025-03-08,597,0,0.0,0.61,3,1
VH-A79CBE23,OWN-5D9C14AF,Nissan,Sunny,2011,Hatchback,Non-compliant,2023-06-26,2023-08-08,0.0,Agent,,Always Compliant,"Chegutu, Midlands",Urban,Middle,1,0,3.04,3.1,0.615,Agent,2024-01-02,190,0,0.0,4.55,1,1
VH-25A700E7,OWN-0028BAD5,Haval,Jolion,2011,Minivan,Compliant,2024-08-20,2025-08-20,0.0,Agent,,Always Compliant,"Chitungwiza, Matabeleland North",Peri-urban,Low,1,0,,4.1,0.598,Online,2025-04-20,243,0,0.0,20.15,4,2
VH-1510CB51,OWN-4B07F830,Isuzu,D-Max,2003,Minivan,Non-compliant,2024-11-04,2025-09-30,0.0,In-person,,Occasional Late,"Chitungwiza, Manicaland",Rural,Very High,2,0,7.86,1.6,0.275,Mobile Money,2025-01-15,72,4,13.22,23.98,1,1
VH-D68E02FD,OWN-DB88167C,JAC,M1,2019,Motorcycle,Compliant,2023-07-03,2024-07-02,0.0,In-person,,Always Compliant,"Ruwa, Midlands",Peri-urban,Low,2,0,3.2,1.2,0.936,Online,2024-03-29,270,4,2.88,15.66,3,1
VH-4AAE6991,OWN-8686E02B,Ford,F-150,2022,Minivan,Expired,2023-01-03,2022-07-20,1354.05,Agent,,Always Compliant,"Redcliff, Mashonaland West",Rural,Low,2,0,2.54,4.3,0.353,Agent,2024/04/08,461,3,2.08,18.5,4,2
VH-AD3B8E61,OWN-A216EDFB,Foton,Sauvana,2001,Minivan,Compliant,2022-12-20,2023-12-20,0.0,In-person,,Always Compliant,"Chegutu, Mashonaland East",Rural,Low,3,0,6.93,,0.649,Agent,2024-05-16,513,2,18.78,20.92,5,2
VH-DB16EA50,OWN-8D5501C4,Land Rover,Defender,2003,SUV,Compliant,2022/11/28,2023-11-28,0.0,Agent,,Occasional Late,"Lupane, Mashonaland Central",Peri-urban,High,2,2,0.72,3.6,0.696,Cash,2024-10-01,673,2,14.54,21.39,10,4
VH-A606656F,OWN-5B60BBBB,Isuzu,D-Max,2018,Minivan,Expired,2023-07-19,2023-03-04,0.0,Online,Zinara Portal,Always Compliant,"Masvingo, Midlands",Urban,Middle,1,0,0.0,4.1,0.567,Cash,2024-12-29,529,0,0.0,0.0,12,4
VH-2D5CDEFA,OWN-241DEEDE,Haval,H6,2000,SUV,Compliant,2024-05-22,2025-05-22,0.0,In-person,,Occasional Late,"Beitbridge, Masvingo",Peri-urban,Low,1,0,1.06,1.5,0.485,Mobile Money,2024-12-29,221,5,27.95,2.62,12,4
VH-F802765C,OWN-C8C23BC6,Mercedes-Benz,Actros,2000,Hatchback,Expired,2024-04-14,2023-12-08,2479.3,In-person,,Occasional Late,"Redcliff, Mashonaland Central",Urban,Middle,3,1,2.82,,0.443,Mobile Money,2024-10-27,196,2,12.51,9.68,10,4
VH-1DADFF3B,OWN-35F60977,Great Wall,Hover,2013,Motorcycle,Compliant,2023/04/16,2024/04/15,0.0,Online,Telecash,Occasional Late,"Redcliff, Harare",Rural,High,4,0,0.0,,0.116,Cash,2024-12-03,597,2,25.95,0.0,12,4
VH-92B7CF18,OWN-39EE02B3,Ford,Ranger,2010,Truck,Non-compliant,2023-07-28,2024-03-30,0.0,Agent,,Occasional Late,"Masvingo, Matabeleland South",Rural,High,2,4,5.16,,0.282,Bank Transfer,2024-12-03,494,4,26.14,2.75,12,4
VH-28B0F267,OWN-4AED4246,Mazda,Demio,2008,Pickup,Compliant,2024-02-11,2025/02/10,0.0,Agent,,Frequently Non-compliant,"Bindura, Bulawayo",Rural,,3,0,7.39,3.1,0.362,Agent,2024-11-25,288,5,9.98,18.65,11,4
VH-01667943,OWN-BD12C1E5,Hyundai,Santa Fe,2015,Motorcycle,Compliant,2023-01-19,2024-01-19,0.0,Agent,,Occasional Late,"Victoria Falls, Masvingo",Peri-urban,Middle,1,1,,,0.428,Mobile Money,2024-02-13,390,3,12.87,6.47,2,1
VH-76E9BC0F,OWN-6F129F85,BMW,3 Series,2016,Minivan,Compliant,2023-10-16,2024-10-15,0.0,Online,Zinara Portal,Always Compliant,"Zvishavane, Bulawayo",Peri-urban,High,3,1,0.0,1.3,0.2,Mobile Money,2025-05-29,591,2,12.93,0.0,5,2
VH-2642E993,OWN-8A085D3F,Mazda,323,2000,SUV,Compliant,2024-01-31,2025-01-30,2308.39,Agent,,Occasional Late,"Victoria Falls, Matabeleland South",Peri-urban,Middle,1,1,1.78,,0.764,Online,2025-01-09,344,4,20.97,20.83,1,1
VH-98397F1C,OWN-5B7B02DD,Great Wall,Wingle,2005,Truck,Compliant,2023-07-19,2024-07-18,,Agent,,Always Compliant,"Hwange, Matabeleland South",Peri-urban,Very High,1,1,5.72,2.1,0.865,Mobile Money,2024-05-23,309,4,14.3,13.79,5,2
VH-B4075AD7,OWN-6B241632,Kia,Sportage,2023,Pickup,Compliant,2022-07-10,2023-07-10,0.0,In-person,,Always Compliant,"Chegutu, Masvingo",Peri-urban,High,1,0,6.06,3.4,0.261,Agent,2024-03-16,615,0,0.0,14.04,3,1
VH-B6C0C960,OWN-D95061D0,Honda,Accord,2003,Truck,Compliant,2023-07-16,2024-07-15,,In-person,,Occasional Late,"Gweru, Matabeleland South",Peri-urban,,3,2,5.53,3.4,0.117,Agent,2024-04-28,287,2,6.37,5.89,4,2
VH-B3220C0A,OWN-314B37F9,Land Rover,Defender,2000,Sedan,Compliant,2022-09-02,2023-09-02,0.0,In-person,,Always Compliant,"Chegutu, Masvingo",Rural,Very High,1,0,3.13,3.1,0.007,Bank Transfer,2024-08-21,719,0,0.0,4.84,8,3
VH-C88ABFAF,OWN-CCBABF39,Nissan,X-Trail,2015,Hatchback,Compliant,2023-11-10,2024-11-09,,Agent,,Always Compliant,"Chitungwiza, Harare",Rural,Low,1,1,7.28,,0.857,Agent,2025-07-19,617,2,15.97,4.55,7,3
VH-6CD54B97,OWN-15E802F1,Foton,Tunland,2012,Hatchback,Compliant,2024-05-13,2025-05-13,0.0,In-person,,Always Compliant,"Bulawayo, Matabeleland North",Urban,Low,1,0,7.21,,0.714,Mobile Money,2024-08-30,109,5,26.56,19.76,8,3
VH-D2B5C048,OWN-F0086F18,Ford,Explorer,2000,Motorcycle,Compliant,2025-02-08,2026-02-08,0.0,Agent,,Occasional Late,"Norton, Masvingo",Peri-urban,Low,2,1,3.18,4.4,0.479,Mobile Money,2025-11-06,271,0,0.0,0.68,11,4
VH-62D0767E,OWN-53B9FDAF,Foton,Sauvana,2012,SUV,Compliant,2023-10-22,2024-10-21,0.0,In-person,,Occasional Late,"Gwanda, Manicaland",Peri-urban,Middle,1,2,2.46,2.3,0.048,Cash,2025-04-12,538,1,10.7,7.86,4,2
VH-F0D231D1,OWN-FE8B202C,Honda,Civic,2013,Motorcycle,Compliant,2024-08-31,2025-08-31,4313.01,In-person,,Occasional Late,"Plumtree, Mashonaland West",Peri-urban,High,1,0,6.27,3.5,0.434,Mobile Money,2025-09-17,382,3,1.78,9.12,9,3
VH-7F46B24D,OWN-ECBC0A4C,Ford,Fiesta,2000,Hatchback,Compliant,2023-10-02,2024/10/01,0.0,Online,Innbucks,Occasional Late,"Redcliff, Midlands",Rural,Middle,1,0,0.0,,0.791,Bank Transfer,2024-07-19,291,4,25.64,0.0,7,3
VH-420BE7A9,OWN-2817A374,Isuzu,D-Max,2011,Pickup,Expired,2024-04-29,2023-12-03,0.0,Agent,,Always Compliant,"Norton, Harare",Rural,Middle,1,0,1.45,,0.851,Bank Transfer,2025/06/02,399,4,5.63,15.51,6,2
VH-208A9C22,OWN-7C26F822,Audi,Q5,2011,Hatchback,Compliant,2022-08-17,2023-08-17,0.0,Agent,,Always Compliant,"Ruwa, Manicaland",Urban,Very High,1,0,5.17,,0.515,Bank Transfer,2024-01-23,524,5,26.62,16.11,1,1
VH-4E705EC6,OWN-918801BD,Kia,Sorento,2017,SUV,Compliant,2024-05-05,2025/05/05,0.0,In-person,,Occasional Late,"Bindura, Matabeleland North",Peri-urban,Middle,1,0,5.21,,0.356,Mobile Money,2024-08-02,89,5,23.31,18.84,8,3
VH-2DC3CCBB,OWN-3961E6DC,Mitsubishi,L200,2009,Truck,Non-compliant,2024-01-11,2024-11-22,0.0,Agent,,Occasional Late,"Shurugwi, Matabeleland South",Urban,Middle,2,1,4.73,3.2,0.127,Mobile Money,2024-12-01,325,2,26.03,5.16,12,4
VH-A51DBFAB,OWN-CDECAC4D,Isuzu,D-Max,2022,SUV,Expired,2024-08-12,2023-12-05,,Agent,,Always Compliant,"Lupane, Mashonaland West",Urban,Low,4,1,7.59,3.3,0.565,Mobile Money,2024-11-14,94,5,7.67,2.45,11,4
VH-18D710B0,OWN-7D091F38,Land Rover,Discovery,2024,Truck,Compliant,2023-09-13,2024-09-12,,In-person,,Always Compliant,"Bindura, Bulawayo",Urban,Middle,1,0,7.18,,0.86,Cash,2023-12-30,108,4,15.36,3.27,12,4
VH-A5661489,OWN-6D3D5021,Honda,Accord,2008,Sedan,Compliant,2023-05-16,2024-05-15,0.0,In-person,,Always Compliant,"Chinhoyi, Manicaland",Urban,High,1,1,2.71,1.1,0.322,Bank Transfer,2025-03-18,672,3,14.65,20.68,3,1
VH-D93D68BF,OWN-97447BB6,Foton,Sauvana,2016,Motorcycle,Compliant,2023-02-02,2024-02-02,0.0,In-person,,Always Compliant,"Bulawayo, Bulawayo",Rural,Middle,2,0,1.97,4.2,0.415,Online,2024-11-13,650,1,5.77,9.29,11,4
VH-2271716F,OWN-A52DFA75,Haval,Jolion,2006,Sedan,Compliant,2023/10/23,2024-10-22,0.0,Agent,,Frequently Non-compliant,"Bulawayo, Mashonaland West",Peri-urban,Middle,1,0,3.06,2.9,0.639,Mobile Money,2024-08-01,283,5,11.43,21.11,8,3
VH-FAACCD55,OWN-E3D5E46F,Isuzu,D-Max,2013,Truck,Compliant,2022-05-03,2023-05-03,0.0,Online,Innbucks,Occasional Late,"Harare, Midlands",Urban,High,1,4,0.0,,0.991,Bank Transfer,2024-02-22,660,4,18.2,0.0,2,1
VH-A5A8140D,OWN-310383C8,Isuzu,MU-X,2016,Sedan,Compliant,2022-04-16,2023-04-16,0.0,Online,Zinara Portal,Always Compliant,"Ruwa, Bulawayo",Rural,Low,1,0,,1.5,0.848,Agent,2024-04-13,728,4,22.82,0.0,4,2
VH-D9A58C93,OWN-274C4D4D,Isuzu,D-Max,2006,Truck,Non-compliant,2025-04-25,2025-12-09,0.0,Agent,,Occasional Late,"Kadoma, Mashonaland Central",Urban,High,3,0,4.26,,0.07,Cash,2025-10-05,163,1,27.41,1.42,10,4
VH-3D6F2A19,OWN-53644AB6,Hyundai,i10,2024,Sedan,Non-compliant,2023-06-24,2023-12-17,,In-person,,Always Compliant,"Norton, Midlands",Peri-urban,High,1,0,1.09,4.7,0.68,Mobile Money,2025-04-12,658,3,9.92,9.94,4,2
VH-1D434F50,OWN-B2E1D0EF,Great Wall,Steed,2017,Hatchback,Compliant,2022-10-22,2023-10-22,0.0,In-person,,Always Compliant,"Lupane, Mashonaland West",Rural,Middle,1,0,2.42,,0.333,Online,2024-08-04,652,1,10.37,20.88,8,3
VH-85951E4D,OWN-04788325,Great Wall,Hover,2001,Pickup,Non-compliant,2023-12-06,2023-11-28,0.0,Online,Innbucks,Occasional Late,"Gweru, Harare",Rural,,1,0,,1.4,0.002,Online,2025-07-22,594,4,10.46,0.0,7,3
VH-36417A55,OWN-519DAED0,Nissan,X-Trail,2007,Minivan,Compliant,2023-08-22,2024-08-21,3455.84,Agent,,Always Compliant,"Chinhoyi, Matabeleland North",Rural,Middle,1,1,1.04,2.3,0.267,Mobile Money,2025-05-28,645,5,17.25,20.72,5,2
VH-20239EA8,OWN-1786A145,BMW,X3,2006,Hatchback,Non-compliant,2024-09-17,2024-08-31,0.0,Online,Ecocash,Always Compliant,"Shurugwi, Masvingo",Urban,Middle,1,0,0.0,3.8,0.732,Cash,2025-07-03,289,4,19.54,0.0,7,3
VH-5C1D4065,OWN-351CA002,Mitsubishi,Triton,2013,Hatchback,Compliant,2022-06-03,2023-06-03,0.0,Agent,,Occasional Late,"Kwekwe, Harare",Rural,High,3,1,3.42,3.4,0.488,Mobile Money,2024-01-16,592,0,0.0,14.59,1,1
VH-3B88B166,OWN-DAAF3224,Chevrolet,Trailblazer,2022,Sedan,Compliant,2024-08-08,2025-08-08,0.0,In-person,,Occasional Late,"Kariba, Masvingo",Rural,Very High,1,0,2.27,1.8,0.499,Cash,2025-07-29,355,0,0.0,12.75,7,3
VH-728CC871,OWN-E53D7D9D,Ford,F-150,2020,SUV,Compliant,2024-03-29,2025-03-29,0.0,Online,Zinara Portal,Always Compliant,"Beitbridge, Matabeleland North",Peri-urban,High,1,0,0.0,,0.925,Mobile Money,2025-05-09,406,2,28.53,0.0,5,2
VH-C8FCB694,OWN-724FCE46,Haval,H9,2008,Pickup,Compliant,2024-12-02,2025-12-02,,Online,Paynow,Occasional Late,"Lupane, Mashonaland East",Urban,High,5,0,0.0,1.6,0.412,Cash,2025-03-13,101,1,2.61,0.0,3,1
VH-49D2D3E4,OWN-91F1CA20,BMW,5 Series,2000,Hatchback,Compliant,2023-01-28,2024-01-28,0.0,Agent,,Occasional Late,"Kariba, Harare",Urban,Middle,3,0,,1.4,0.401,Cash,2024-01-11,348,5,5.87,2.0,1,1
VH-3B7AD582,OWN-63972E5E,BMW,X3,2005,SUV,Compliant,2024-04-05,2025-04-05,0.0,In-person,,Always Compliant,"Hwange, Manicaland",Urban,Very High,3,0,6.68,3.4,0.406,Cash,2024-12-12,251,3,9.46,5.76,12,4
VH-2E59FE3E,OWN-20BCD12F,Mercedes-Benz,C-Class,2005,Sedan,Compliant,2022-10-11,2023-10-11,,In-person,,Always Compliant,"Plumtree, Midlands",Peri-urban,Low,1,0,1.97,4.9,0.503,Online,2023-12-11,426,3,26.7,0.35,12,4
VH-FBF13AE0,OWN-97EEA972,Hyundai,Santa Fe,2004,Pickup,Compliant,2023-11-09,2024-11-08,1300.83,In-person,,Frequently Non-compliant,"Chiredzi, Harare",Urban,Very High,1,1,3.35,1.7,0.933,Online,2024-04-04,147,1,27.34,9.75,4,2
VH-8899380C,OWN-1E4F5FA2,Volkswagen,Tiguan,2009,SUV,Compliant,2022-09-19,2023-09-19,0.0,Agent,,Always Compliant,"Zvishavane, Matabeleland North",Peri-urban,Middle,1,0,5.22,1.0,0.788,Mobile Money,2024-07-05,655,1,6.62,11.72,7,3
