Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter,vehicle_age_years,late_renewal_rate,renewal_frequency,payment_digital_score,region_risk_score,agent_efficiency,is_licensed
VH-EE652F4A,OWN-CDE8E177,Ford,Ranger,2006,Suv,Compliant,2024-03-21,2025-03-21,,Agent,,Frequently Non-compliant,"Shurugwi, Masvingo",,High,2,0,6.47,1.3,0.973,Mobile Money,2025-08-10,507,3,20.84,18.68,8,3,19,1.0,0.3051017005668556,0.8,0.5,0.22101751459549623,True
VH-6CD16089,OWN-516C1BF6,Land Rover,Defender,2004,Motorcycle,Expired,2024-05-02,2024-03-31,0.0,Online,Zinara Portal,Always Compliant,"Shurugwi, Midlands",,High,4,2,0.0,4.9,0.98,Mobile Money,2025-05-29,392,3,2.19,0.0,5,2,21,1.0,0.9269756585528509,0.8,0.5,1.0,False
VH-22551438,OWN-C7543F59,Haval,H9,2012,Minivan,Compliant,2023-09-13,2024-09-12,0.0,In-person,,Always Compliant,"Zvishavane, Bulawayo",,Low,3,0,,1.5,0.461,Agent,2025-06-24,650,2,11.89,12.94,6,2,13,0.6666666666666666,0.6035345115038346,0.4,0.5,0.4603836530442035,True
VH-810FD7B3,OWN-C5DD7ACF,BMW,X5,2008,Hatchback,Compliant,2022-12-20,2023-12-20,3807.28,In-person,,Always Compliant,"Mutare, Matabeleland North",Rural,Middle,1,0,7.7,2.1,0.499,Mobile Money,2024-08-01,590,0,0.0,20.09,8,3,16,0.0,1.0,0.8,0.7,0.1622185154295246,True
VH-3920EC8E,OWN-F59DDE61,BMW,3 Series,2020,Sedan,Compliant,2024-08-23,2025-08-23,,Online,OneMoney,Always Compliant,"Lupane, Mashonaland Central",,Middle,4,1,0.0,3.7,0.878,Mobile Money,2025-01-09,139,3,15.88,0.0,1,1,5,1.0,0.4704901633877959,0.8,0.5,1.0,True
VH-0980282E,OWN-AB759B6A,Ford,Everest,2016,Truck,Compliant,,2024-09-28,0.0,In-person,,Occasional Late,"Gwanda, Midlands",,Low,1,5,1.56,2.4,0.322,Agent,2024-11-07,405,4,10.96,22.65,11,4,8,1.3333333333333333,0.6345448482827609,0.4,0.5,0.0554628857381152,True
VH-2B5200BB,OWN-C9491114,Nissan,Patrol,2012,Truck,Compliant,2023-02-02,2024-02-02,4306.25,Online,Telecash,Always Compliant,"Chinhoyi, Midlands",Rural,Low,1,0,0.0,1.0,0.038,Mobile Money,2024-12-01,668,4,16.36,0.0,12,4,12,1.3333333333333333,0.45448482827609205,0.8,0.7,1.0,True
VH-6EC1A48D,OWN-39A971B8,Foton,Tunland,2020,Pickup,Compliant,2024-11-29,2025-11-29,0.0,In-person,,Always Compliant,"Chitungwiza, Mashonaland Central",Rural,Low,1,4,6.53,2.9,0.144,Online,2025-11-10,346,0,0.0,12.63,11,4,5,0.0,1.0,1.0,0.7,0.47331109257714765,True
VH-4EF0F582,OWN-659365BE,Great Wall,Hover,2010,Truck,Expired,2022-08-01,2021-08-05,,Online,Zinara Portal,Always Compliant,"Kwekwe, Mashonaland West",Rural,High,3,0,0.0,,0.089,Agent,2023-11-17,473,3,14.94,0.0,11,4,13,1.0,0.5018339446482161,0.4,0.7,1.0,False
VH-8BA66868,OWN-53120F21,Honda,Civic,2022,Motorcycle,Non-compliant,2024-06-13,2024-11-24,,Online,Paynow,Frequently Non-compliant,"Chiredzi, Masvingo",Rural,High,3,0,0.0,4.0,0.188,Bank Transfer,2024-07-22,39,5,27.16,0.0,7,3,2,1.6666666666666667,0.09436478826275418,0.6,0.7,1.0,False
VH-FF9005F5,OWN-AC7E33F4,Audi,A3,2014,Truck,Compliant,2024-05-12,2025-05-12,0.0,Online,OneMoney,Occasional Late,"Chiredzi, Manicaland",Urban,Very High,1,1,0.0,2.4,0.213,Mobile Money,2024-07-04,53,3,25.28,0.0,7,3,10,1.0,0.15705235078359447,0.8,0.3,1.0,True
VH-F8269244,OWN-95F96154,BMW,5 Series,2017,Suv,Non-compliant,2024-09-02,2025-03-08,0.0,Agent,,Always Compliant,"Gweru, Masvingo",Urban,Middle,3,0,2.27,,0.26,Cash,2024-11-30,89,2,12.72,8.72,11,4,7,0.6666666666666666,0.5758586195398465,0.0,0.3,0.6363636363636364,False
VH-5ECD2CD9,OWN-B9264131,Toyota,Land Cruiser,2016,Sedan,Compliant,2024-01-09,2025-01-08,0.0,Agent,,Always Compliant,"Kariba, Mashonaland West",Rural,Nan,3,0,1.29,2.1,0.27,Mobile Money,2025-08-15,584,0,0.0,8.73,8,3,9,0.0,1.0,0.8,0.7,0.6359466221851543,True
VH-4033EBD5,OWN-2890D5C5,Ford,Focus,2017,Sedan,Non-compliant,2023-10-21,2024-07-13,0.0,Online,OneMoney,Occasional Late,"Ruwa, Midlands",Urban,Very High,2,0,0.0,2.3,0.671,Mobile Money,2025-09-29,709,1,10.55,0.0,9,3,8,0.3333333333333333,0.648216072024008,0.8,0.3,1.0,False
VH-24A352E4,OWN-D04B590A,Chevrolet,Cruze,2012,Hatchback,Compliant,2023-09-27,2024-09-26,0.0,Agent,,Always Compliant,"Chegutu, Matabeleland North",,Low,2,0,3.06,3.8,0.825,Agent,2024-08-22,330,4,8.38,20.59,8,3,12,1.3333333333333333,0.7205735245081694,0.4,0.5,0.14136780650542125,True
VH-FAE86002,OWN-B1AEDF87,Mitsubishi,L200,2013,Pickup,Compliant,2024-01-25,2025-01-24,0.0,Online,Ecocash,Occasional Late,"Bulawayo, Midlands",,Middle,2,0,0.0,3.7,0.457,Cash,2024-06-07,134,3,18.68,0.0,6,2,11,1.0,0.3771257085695231,0.0,0.5,1.0,True
VH-6AE30226,OWN-79A82CE5,Mazda,CX-5,2008,Sedan,Compliant,2023-03-10,2024-03-09,0.0,Agent,,Occasional Late,"Norton, Midlands",Urban,High,1,5,3.03,,0.298,Cash,2023-11-13,248,3,19.51,5.22,11,4,15,1.0,0.3494498166055351,0.0,0.3,0.7823185988323603,True
VH-F913DAC4,OWN-6F93AD6C,Kia,Rio,2017,Truck,Non-compliant,2023-07-29,2023-11-29,0.0,Online,Telecash,Occasional Late,"Hwange, Manicaland",,Low,1,0,0.0,,0.635,Mobile Money,2024-08-26,394,5,14.75,0.0,8,3,7,1.6666666666666667,0.5081693897965989,0.8,0.5,1.0,False
VH-C2A31A10,OWN-6BA79B0D,JAC,S2,2016,Sedan,Non-compliant,2022-09-21,2023-08-20,0.0,Online,Zinara Portal,Always Compliant,"Chinhoyi, Mashonaland East",Rural,Nan,1,0,0.0,,0.93,Agent,2025-11-10,1146,2,10.91,0.0,11,4,9,0.6666666666666666,0.6362120706902301,0.4,0.7,1.0,False
VH-57801EFA,OWN-A8974A40,Mazda,BT-50,2015,Truck,Compliant,2022-12-15,2023-12-15,4371.12,Online,Telecash,Always Compliant,"Kariba, Matabeleland South",Urban,Low,1,0,0.0,4.3,0.593,Online,2024-09-25,650,0,0.0,0.0,9,3,9,0.0,1.0,1.0,0.3,1.0,True
VH-958E4E90,OWN-780D6587,Mitsubishi,Triton,2016,Suv,Non-compliant,2023-06-29,2023-10-10,0.0,In-person,,Frequently Non-compliant,"Chiredzi, Bulawayo",,Very High,2,0,6.34,1.0,0.266,Agent,2025-05-22,693,1,25.63,21.03,5,2,9,0.3333333333333333,0.14538179393131045,0.4,0.5,0.12301918265221012,False
VH-C6854339,OWN-8B69E21E,Honda,CR-V,2019,Motorcycle,Compliant,2025-05-29,2026-05-29,0.0,In-person,,Always Compliant,"Norton, Matabeleland North",Urban,Very High,3,1,,2.5,0.832,Online,2025-11-09,164,1,7.2,0.86,11,4,6,0.3333333333333333,0.7599199733244415,1.0,0.3,0.9641367806505421,True
VH-11628CD5,OWN-D34BD8A1,Isuzu,D-Max,2016,Hatchback,Compliant,2024-07-02,,4970.2,In-person,,Always Compliant,"Ruwa, Harare",,High,3,0,6.03,1.3,0.071,Cash,2025-02-26,239,5,13.65,0.39,2,1,9,1.6666666666666667,0.5448482827609202,0.0,0.5,0.9837364470391994,True
VH-8EA033C7,OWN-C1401539,Nissan,Patrol,2017,Pickup,Compliant,2024-01-15,2025-01-14,0.0,Online,Zinara Portal,Always Compliant,"Redcliff, Mashonaland Central",,Middle,5,0,0.0,,0.443,Bank Transfer,2024-12-18,338,4,14.99,0.0,12,4,7,1.3333333333333333,0.5001667222407469,0.6,0.5,1.0,True
VH-87CEB836,OWN-BCCCAF1B,Volkswagen,Polo,2007,Truck,Compliant,2024-07-02,2025-07-02,0.0,Agent,,Occasional Late,"Chiredzi, Harare",,Very High,2,1,1.32,,0.409,Online,2025-11-04,490,1,2.64,21.06,11,4,18,0.3333333333333333,0.9119706568856285,1.0,0.5,0.12176814011676407,True
VH-A5AD96B8,OWN-EEE15A09,Mercedes-Benz,C-Class,2017,Minivan,Non-compliant,2023-01-20,2023-04-28,0.0,Agent,,Always Compliant,"Harare, Matabeleland North",Urban,High,1,5,,2.9,0.379,Online,2024-08-16,574,1,2.87,23.6,8,3,7,0.3333333333333333,0.9043014338112704,1.0,0.3,0.015846538782318564,False
VH-ECCC4F45,OWN-2AAFB8F1,Kia,Picanto,2015,Suv,Compliant,2024-04-09,2025-04-09,0.0,Online,Telecash,Always Compliant,"Marondera, Manicaland",,Low,1,3,0.0,,0.834,Bank Transfer,2025-01-24,290,1,0.45,0.0,1,1,10,0.3333333333333333,0.9849949983327776,0.6,0.5,1.0,True
VH-E9DCF46A,OWN-52DEB4A3,Isuzu,MU-X,2008,Truck,Compliant,,2023-06-12,0.0,Agent,,Always Compliant,"Kadoma, Matabeleland North",Urban,Middle,3,2,7.98,,0.211,Agent,2023-12-25,561,4,25.6,3.01,12,4,15,1.3333333333333333,0.14638212737579182,0.4,0.3,0.8744787322768974,True
VH-DC51AD44,OWN-53D5B301,BMW,X5,2016,Hatchback,Compliant,2024-03-24,2025-03-24,0.0,Agent,,Occasional Late,"Hwange, Mashonaland Central",Urban,High,2,4,7.51,,0.23,Agent,2024-12-05,256,3,26.23,5.27,12,4,8,1.0,0.12537512504168047,0.4,0.3,0.7802335279399499,True
VH-FB19DE00,OWN-589FB4FD,Foton,Tunland,2010,Hatchback,Compliant,2024-10-24,2025-10-24,3953.54,Online,Paynow,Always Compliant,"Victoria Falls, Matabeleland North",Rural,Low,1,2,0.0,1.9,0.971,Mobile Money,2025-05-28,216,0,0.0,0.0,5,2,15,0.0,1.0,0.8,0.7,1.0,True
VH-BE91A67D,OWN-E152B58C,Isuzu,KB,2021,Motorcycle,Compliant,2023-11-22,2024-11-21,4600.66,In-person,,Occasional Late,"Redcliff, Matabeleland North",Rural,Middle,1,0,6.45,3.2,0.403,Cash,2025-01-06,411,4,8.39,18.13,1,1,4,1.3333333333333333,0.7202400800266755,0.0,0.7,0.24395329441201008,True
VH-7DD715C0,OWN-C6C45853,Kia,Rio,2016,Pickup,Compliant,2022-06-19,2023-06-19,0.0,Online,Zinara Portal,Occasional Late,"Shurugwi, Midlands",,Middle,2,0,0.0,,0.315,Agent,2024-02-29,620,1,20.89,0.0,2,1,8,0.3333333333333333,0.3034344781593864,0.4,0.5,1.0,True
VH-7B64C426,OWN-5B0640C1,Hyundai,i20,2015,Suv,Compliant,2023-10-29,2024-10-28,,Online,OneMoney,Always Compliant,"Victoria Falls, Mashonaland West",Rural,Low,1,0,0.0,,0.814,Mobile Money,2025-06-04,584,4,24.31,0.0,6,2,10,1.3333333333333333,0.1893964654884962,0.8,0.7,1.0,True
VH-7192197E,OWN-7E3567DA,Nissan,Navara,2010,Truck,Compliant,2023-04-03,2024-04-02,0.0,Online,Ecocash,Occasional Late,"Shurugwi, Bulawayo",,Nan,1,1,0.0,4.5,0.944,Cash,2025-01-12,650,2,19.29,0.0,1,1,15,0.6666666666666666,0.3567855951983995,0.0,0.5,1.0,True
VH-CA28D74F,OWN-7B4A187C,Foton,View,2011,Sedan,Compliant,2023-03-12,2024-03-11,4881.77,In-person,,Always Compliant,"Kwekwe, Masvingo",,Middle,2,0,3.11,1.7,0.565,Mobile Money,2024-01-16,310,2,20.0,7.8,1,1,13,0.6666666666666666,0.33311103701233746,0.8,0.5,0.6747289407839867,True
VH-BC432A36,OWN-A39636A7,Audi,A3,2010,Minivan,Non-compliant,2025-01-13,2025-10-14,0.0,Agent,,Occasional Late,"Redcliff, Manicaland",Urban,Very High,1,0,4.76,4.1,0.084,Agent,2025-04-06,83,4,27.46,16.4,4,2,15,1.3333333333333333,0.08436145381793925,0.4,0.3,0.31609674728940795,False
VH-67AB58A7,OWN-41830397,Mercedes-Benz,C-Class,2008,Sedan,Non-compliant,2023-01-27,2024-01-06,0.0,Agent,,Occasional Late,"Norton, Masvingo",,Low,3,0,5.54,,0.473,Mobile Money,2024-10-13,625,2,19.18,15.79,10,4,16,0.6666666666666666,0.3604534844948316,0.8,0.5,0.341534612176814,False
VH-9991640D,OWN-C76122FF,Ford,Focus,2007,Sedan,Compliant,2022-06-27,2023-06-27,0.0,Agent,,Always Compliant,"Lupane, Bulawayo",Rural,Very High,2,2,,2.8,0.131,Cash,2024-01-05,557,0,0.0,12.77,1,1,17,0.0,1.0,0.0,0.7,0.46747289407839865,True
VH-7D5E6302,OWN-A8FF26D7,Mazda,323,2019,Truck,Compliant,2024-04-10,2025-04-10,0.0,In-person,,Occasional Late,"Chinhoyi, Bulawayo",Rural,Very High,2,4,42.8,,0.556,Cash,2025-06-17,433,2,28.57,0.5,6,2,6,0.6666666666666666,0.04734911637212402,0.0,0.7,0.9791492910758965,True
VH-C405A697,OWN-413BE2D8,Volkswagen,Polo,2018,Sedan,Compliant,2022-02-18,2023-02-18,0.0,In-person,,Always Compliant,"Ruwa, Midlands",Rural,High,1,1,7.36,,0.894,Agent,2023-11-26,646,0,0.0,7.12,11,4,5,0.0,1.0,0.4,0.7,0.7030859049207673,True
VH-A1C8273E,OWN-B025EE0E,Nissan,Hardbody,2005,Hatchback,Compliant,2023-05-07,2024-05-06,0.0,In-person,,Always Compliant,"Plumtree, Mashonaland West",Rural,High,1,0,3.09,1.5,0.03,Bank Transfer,2025-04-01,695,1,7.66,0.88,4,2,20,0.3333333333333333,0.7445815271757252,0.6,0.7,0.963302752293578,True
VH-3950599C,OWN-4DBF6CF4,Mazda,CX-5,2017,Minivan,Compliant,2022-05-17,2023-05-17,0.0,In-person,,Always Compliant,"Chegutu, Mashonaland East",Rural,High,1,1,1.25,2.7,0.841,Agent,2024-04-01,685,5,23.22,17.7,4,2,7,1.6666666666666667,0.22574191397132382,0.4,0.7,0.26188490408673903,True
VH-9C64C285,OWN-F4C49EEB,Land Rover,Range Rover,2014,Hatchback,Compliant,2024-07-25,2025-07-25,0.0,In-person,,Always Compliant,"Harare, Mashonaland Central",,High,3,0,6.89,4.8,0.663,Bank Transfer,2025-09-24,426,5,24.0,6.78,9,3,11,1.6666666666666667,0.1997332444148049,0.6,0.5,0.7172643869891576,True
VH-3B82B41B,OWN-C4E73AAC,JAC,M1,2009,Sedan,Compliant,2023-02-13,2024-02-13,0.0,Agent,,Always Compliant,"Kwekwe, Bulawayo",Urban,Very High,1,1,0.82,2.6,0.712,Mobile Money,2024-04-06,418,3,2.67,5.9,4,2,15,1.0,0.910970323441147,0.8,0.3,0.7539616346955796,True
VH-6B51A629,OWN-3663E3DE,JAC,M1,2015,Sedan,Compliant,2024-02-12,2025-02-11,0.0,Agent,,Occasional Late,"Gwanda, Mashonaland West",,Very High,4,0,7.37,,0.431,Cash,2024-08-25,195,0,0.0,6.41,8,3,9,0.0,1.0,0.0,0.5,0.7326939115929942,True
VH-7C6563E9,OWN-0AF3C5BF,Haval,Jolion,2008,Hatchback,Compliant,2025-04-24,2026-04-24,0.0,Agent,,Always Compliant,"Masvingo, Matabeleland South",Rural,Very High,2,0,3.91,2.2,0.451,Agent,2025-09-26,155,1,18.39,0.99,9,3,17,0.3333333333333333,0.3867955985328442,0.4,0.7,0.9587155963302753,True
VH-3E2B809F,OWN-19F21981,Hyundai,Tucson,2019,Hatchback,Compliant,2025-01-09,2026-01-09,3933.97,Agent,,Occasional Late,"Ruwa, Mashonaland Central",Urban,High,2,1,7.88,2.1,0.132,Mobile Money,2025-10-19,283,3,16.05,10.79,10,4,6,1.0,0.46482160720240073,0.8,0.3,0.5500417014178482,True
VH-9E17BF1A,OWN-4077A7DA,JAC,T6,2021,Suv,Compliant,2023-08-31,2024-08-30,,Agent,,Occasional Late,"Beitbridge, Bulawayo",,Middle,1,0,6.37,2.3,0.318,Cash,2024-08-24,359,1,20.71,17.98,8,3,3,0.3333333333333333,0.30943647882627534,0.0,0.5,0.25020850708924103,True
VH-AA508502,OWN-62359E35,Isuzu,D-Max,2006,Minivan,Expired,2023-07-13,2023-05-02,0.0,Agent,,Always Compliant,"Redcliff, Bulawayo",Urban,Middle,1,0,7.76,4.9,0.571,Mobile Money,2025-06-17,705,0,0.0,7.25,6,2,19,0.0,1.0,0.8,0.3,0.6976647206005004,False
VH-1C30F785,OWN-7C6CC3D6,Great Wall,Hover,2018,Minivan,Non-compliant,2025-01-12,2025-04-10,0.0,Online,Innbucks,Occasional Late,"Shurugwi, Mashonaland Central",,Middle,2,2,0.0,2.4,0.007,Mobile Money,2025-08-08,208,4,3.9,0.0,8,3,7,1.3333333333333333,0.8699566522174058,0.8,0.5,1.0,False
VH-6397DF29,OWN-A67031C4,Honda,Civic,2000,Sedan,Compliant,2024-01-30,,,Online,Telecash,Occasional Late,"Masvingo, Mashonaland Central",,High,1,1,0.0,,0.639,Online,2025-01-22,358,1,18.12,0.0,1,1,25,0.3333333333333333,0.39579859953317764,1.0,0.5,1.0,True
VH-8D9DB632,OWN-D069C2DC,Great Wall,Wingle,2006,Motorcycle,Non-compliant,2023-05-12,2024-01-16,0.0,In-person,,Occasional Late,"Bindura, Midlands",,Low,2,0,2.29,,0.25,Mobile Money,2024-02-11,275,1,27.53,17.99,2,1,18,0.3333333333333333,0.08202734244748244,0.8,0.5,0.24979149291075908,False
VH-0768624A,OWN-316D042A,Isuzu,MU-X,2012,Sedan,Compliant,2024-05-28,2025-05-28,,Agent,,Always Compliant,"Norton, Harare",,High,2,2,1.15,1.0,0.699,Bank Transfer,2025-11-10,531,4,8.65,21.55,11,4,13,1.3333333333333333,0.7115705235078359,0.6,0.5,0.10133444537114256,True
VH-F59455F9,OWN-40238537,Haval,H6,2005,Suv,Non-compliant,2023-03-12,2024-02-10,3398.94,Online,Paynow,Occasional Late,"Chitungwiza, Midlands",,Low,1,0,0.0,3.2,0.793,Online,2024-03-27,381,0,0.0,0.0,3,1,19,0.0,1.0,1.0,0.5,1.0,False
VH-ED2A7D70,OWN-EBD5BEC8,Foton,Tunland,2007,Suv,Non-compliant,2022-07-02,2022-11-02,0.0,In-person,,Always Compliant,"Shurugwi, Manicaland",Rural,Nan,1,0,1.18,1.8,0.762,Agent,2023-12-23,539,2,4.54,5.96,12,4,16,0.6666666666666666,0.8486162054018006,0.4,0.7,0.7514595496246872,False
VH-EB0B8120,OWN-C6A306BE,BMW,5 Series,2008,Hatchback,Non-compliant,2023-06-12,2024-02-18,,In-person,,Occasional Late,"Lupane, Mashonaland East",Urban,Middle,1,0,4.88,4.7,0.597,Online,2024-06-15,369,0,0.0,7.01,6,2,16,0.0,1.0,1.0,0.3,0.70767306088407,False
VH-4158EE25,OWN-E7C42B98,Mercedes-Benz,E-Class,2024,Hatchback,Expired,2025-06-13,,0.0,In-person,,Always Compliant,"Gwanda, Manicaland",Urban,High,2,2,3.11,,0.917,Mobile Money,2025-08-10,58,3,25.19,7.04,8,3,1,1.0,0.1600533511170389,0.8,0.3,0.7064220183486238,False
VH-5DCCEC50,OWN-3F36C248,Nissan,Patrol,2014,Motorcycle,Expired,2022-11-27,2022-10-13,,Agent,,Occasional Late,"Beitbridge, Masvingo",Rural,Very High,1,1,5.76,4.1,0.492,Bank Transfer,2024-02-24,454,5,2.64,22.78,2,1,10,1.6666666666666667,0.9119706568856285,0.6,0.7,0.05004170141784814,False
VH-D269F42D,OWN-B16C6711,BMW,3 Series,2001,Minivan,Expired,2023-02-26,2022-04-06,0.0,In-person,,Always Compliant,"Harare, Matabeleland South",Rural,Middle,3,0,4.09,,0.887,Bank Transfer,2024-11-23,636,4,0.78,1.01,11,4,23,1.3333333333333333,0.9739913304434812,0.6,0.7,0.9578815679733111,False
VH-1B582A39,OWN-578C0838,Kia,Sportage,2011,Truck,Compliant,2024-03-28,2025-03-28,0.0,Online,Zinara Portal,Always Compliant,"Bindura, Midlands",Urban,Very High,2,1,0.0,,0.807,Agent,2025-09-27,548,3,6.32,0.0,9,3,14,1.0,0.7892630876958986,0.4,0.3,1.0,True
VH-B1DBF67F,OWN-3804E949,Toyota,Avanza,2014,Hatchback,Expired,2024-01-26,2023-11-04,0.0,Agent,,Always Compliant,"Redcliff, Matabeleland North",,Nan,2,2,1.37,4.4,0.683,Online,2024-10-11,259,0,0.0,5.18,10,4,10,0.0,1.0,1.0,0.5,0.7839866555462887,False
VH-8377BF46,OWN-C7582705,Foton,Tunland,2000,Suv,Compliant,2024-04-18,2025-04-18,4033.13,Agent,,Occasional Late,"Masvingo, Mashonaland Central",,Low,2,0,2.83,4.6,0.894,Bank Transfer,2025-04-21,368,1,5.02,23.89,4,2,25,0.3333333333333333,0.8326108702900967,0.6,0.5,0.003753127606338613,True
VH-83CB0363,OWN-9DD4E7D1,Ford,F-150,2003,Pickup,Compliant,2024-05-18,2025-05-18,0.0,Online,Innbucks,Occasional Late,"Mutare, Mashonaland East",Urban,Middle,3,3,0.0,2.8,0.286,Cash,2025-01-28,255,5,8.85,0.0,1,1,22,1.6666666666666667,0.7049016338779593,0.0,0.3,1.0,True
VH-6F573CB5,OWN-382580C7,Mercedes-Benz,Actros,2007,Sedan,Expired,2023-10-15,2022-11-08,0.0,In-person,,Frequently Non-compliant,"Chinhoyi, Harare",Urban,Nan,2,0,,,0.003,Cash,2025-09-26,712,1,18.07,8.66,9,3,18,0.3333333333333333,0.39746582194064684,0.0,0.3,0.6388657214345288,False
VH-E086B926,OWN-75EA9AD8,Great Wall,Steed,2001,Minivan,Compliant,2024-01-03,2025-01-02,0.0,Agent,,Always Compliant,"Shurugwi, Midlands",Rural,Middle,1,1,,3.5,0.205,Bank Transfer,2025-09-07,613,3,22.23,20.55,9,3,24,1.0,0.25875291763921304,0.6,0.7,0.14303586321934947,True
VH-DF4592F6,OWN-26ABE792,Audi,Q7,2024,Hatchback,Non-compliant,2023-12-19,2024-08-17,0.0,Agent,,Always Compliant,"Marondera, Harare",Urban,Middle,1,1,7.65,,0.184,Agent,2025-11-01,683,3,9.76,13.11,11,4,1,1.0,0.6745581860620207,0.4,0.3,0.4532944120100084,False
VH-ECDBF554,OWN-527B6F13,Land Rover,Range Rover,2003,Truck,Compliant,2024-09-18,,0.0,In-person,,Always Compliant,"Bindura, Bulawayo",Rural,Low,1,3,2.56,,0.687,Cash,2025-07-16,301,5,1.8,17.66,7,3,22,1.6666666666666667,0.9399799933311104,0.0,0.7,0.26355296080066726,True
VH-CE26827D,OWN-D538D141,Great Wall,Steed,2023,Suv,Non-compliant,2023-03-19,2024-02-23,0.0,Agent,,Occasional Late,"Lupane, Bulawayo",,Middle,3,0,2.16,2.3,0.102,Agent,2024-12-29,651,1,24.52,22.45,12,4,1,0.3333333333333333,0.18239413137712568,0.4,0.5,0.06380316930775654,False
VH-BBCBC3F8,OWN-6DB90766,Great Wall,Hover,2003,Motorcycle,Expired,2022-02-07,2022-01-13,0.0,Online,Ecocash,Always Compliant,"Kwekwe, Manicaland",,Nan,2,0,0.0,1.7,0.561,Agent,2024-01-24,716,0,0.0,0.0,1,1,21,0.0,1.0,0.4,0.5,1.0,False
VH-5656A219,OWN-6DFCC992,JAC,M1,2015,Truck,Compliant,2024-08-31,2025-08-31,0.0,Online,Zinara Portal,Always Compliant,"Chiredzi, Matabeleland North",Rural,Nan,3,1,0.0,,0.302,Mobile Money,2025-02-16,169,4,21.27,0.0,2,1,10,1.3333333333333333,0.2907635878626208,0.8,0.7,1.0,True
VH-75C62104,OWN-7B2865AA,BMW,3 Series,2012,Minivan,Compliant,2022-04-20,2023-04-20,0.0,Online,Innbucks,Occasional Late,"Masvingo, Mashonaland East",,Middle,2,1,,,0.346,Online,2024-01-15,635,2,22.22,0.0,1,1,12,0.6666666666666666,0.2590863621207069,1.0,0.5,1.0,True
VH-C562C16E,OWN-B5EAC18A,Chevrolet,Spark,2008,Motorcycle,Non-compliant,2024-12-08,2025-02-28,0.0,Online,Telecash,Always Compliant,"Chegutu, Mashonaland Central",Rural,Nan,2,0,0.0,,0.22,Cash,2025-11-10,337,1,3.34,0.0,11,4,17,0.3333333333333333,0.8886295431810604,0.0,0.7,1.0,False
VH-AF1D035B,OWN-C4A2BE4B,Volkswagen,Polo,2004,Hatchback,Compliant,2025-06-18,2026-06-18,,Agent,,Always Compliant,"Harare, Mashonaland Central",Urban,High,1,0,0.59,2.7,0.072,Cash,2025-07-25,37,1,7.57,7.34,7,3,21,0.3333333333333333,0.7475825275091696,0.0,0.3,0.6939115929941618,True
VH-A9B7F854,OWN-D71938F2,BMW,5 Series,2001,Truck,Expired,2022-08-29,2022-03-09,0.0,In-person,,Always Compliant,"Kadoma, Mashonaland East",,Low,4,0,4.66,3.6,0.581,Agent,2024-01-31,520,5,15.46,20.56,1,1,23,1.6666666666666667,0.48449483161053675,0.4,0.5,0.1426188490408674,False
VH-F8985C0E,OWN-53F381F8,Toyota,Yaris,2007,Motorcycle,Compliant,2024-03-05,2025-03-05,0.0,Online,OneMoney,Occasional Late,"Gweru, Matabeleland North",Urban,Middle,3,0,0.0,4.3,0.444,Online,2025-03-27,387,1,28.72,0.0,3,1,18,0.3333333333333333,0.042347449149716554,1.0,0.3,1.0,True
VH-3A53A64A,OWN-8B307313,Mitsubishi,Pajero,2016,Suv,Compliant,2023-03-13,2024-03-12,1344.85,Online,Ecocash,Always Compliant,"Lupane, Manicaland",Urban,Low,1,0,0.0,,0.262,Bank Transfer,2024-12-26,654,0,0.0,0.0,12,4,8,0.0,1.0,0.6,0.3,1.0,True
VH-13AE4128,OWN-C12C3852,Mitsubishi,Pajero,2023,Minivan,Compliant,2023-05-17,2024-05-16,0.0,Agent,,Occasional Late,"Masvingo, Bulawayo",Urban,Low,1,1,6.1,1.7,0.225,Agent,2024-06-12,392,4,1.38,13.76,6,2,1,1.3333333333333333,0.9539846615538513,0.4,0.3,0.4261884904086739,True
VH-B07A7D50,OWN-27DF4639,Volkswagen,Amarok,2002,Hatchback,Compliant,2024-07-18,2025-07-18,0.0,Online,Ecocash,Always Compliant,"Chiredzi, Bulawayo",Rural,Very High,1,2,0.0,,0.189,Mobile Money,2025-06-16,333,3,1.76,0.0,6,2,23,1.0,0.9413137712570857,0.8,0.7,1.0,True
VH-AA8A060C,OWN-C2B22AD2,Audi,Q5,2011,Motorcycle,Compliant,2023-11-27,2024-11-26,,Agent,,Frequently Non-compliant,"Lupane, Masvingo",Urban,Very High,2,2,,,0.45,Agent,2024-04-27,152,4,4.05,18.04,4,2,13,1.3333333333333333,0.8649549849949983,0.4,0.3,0.2477064220183487,True
